#lemma,wordnet_2.0,wordnet_3.0,POS,Cyc ID,Cyc name
mailing_address,107974974,108491245,noun,Mx4rvVkJ1ZwpEbGdrcN5Y29ycA,MailingAddress
infiltrate,202362303,202435634,verb,Mx4rgcM9Lri2EdmAAAACs6hRjg,InfiltratingAnOrganization
north_wind,110746985,111487950,noun,Mx4rvWl4jZwpEbGdrcN5Y29ycA,NorthWind
explain,200908384,200939277,verb,Mx4rwI_EFpwpEbGdrcN5Y29ycA,Explaining-CommunicationAct
hiker,109520542,110176111,noun,Mx4rvWMTp5wpEbGdrcN5Y29ycA,Hiker
fruit_tree,111902961,112651821,noun,Mx4rvVjQDpwpEbGdrcN5Y29ycA,FruitTree
parole,202515095,202591893,verb,Mx4rJVcJtLZqEdmFRAACs6hRjg,ParolingSomeone
Ireland,108338449,108888676,noun,Mx4rvVkLlpwpEbGdrcN5Y29ycA,IrishRepublic
slit,201515961,201559055,verb,Mx4rvVjMAJwpEbGdrcN5Y29ycA,SlicingSomething
coffee_maker,102953106,103063338,noun,Mx4rvViNKZwpEbGdrcN5Y29ycA,CoffeeMaker
row,201890047,201946996,verb,Mx4rvVjvYZwpEbGdrcN5Y29ycA,Rowing
battery,102711746,102810471,noun,Mx4rvVicrpwpEbGdrcN5Y29ycA,Battery
ox,102315686,102403003,noun,Mx4rvVjzJpwpEbGdrcN5Y29ycA,Ox
tan,300369682,300384533,adj,Mx4rtePEtHS-EdaAAACgyZzFrg,BeigeColor
layoff,100217747,100229814,noun,Mx4rvVimipwpEbGdrcN5Y29ycA,EmployeeLayoff
period,114386219,115247518,noun,Mx4rbMc-_J0fQdeKF7ExvAjcQg,GeologicalPeriod
flow,202009114,202067689,verb,Mx8Ngh4rNGX3RsYsEdmAAACQJw5drh4rvWLc3pwpEbGdrcN5Y29ycA,"[:CausingFn, :FluidFlowEvent]"
fall_over,200030096,200031277,verb,Mx4rYFCwoLJXEdmAhAACs6hRjg,FallingOver
corolla,110945152,111691046,noun,Mx4rvVjWOpwpEbGdrcN5Y29ycA,Corolla
mine,201127636,201163620,verb,Mx4rvWPC6JwpEbGdrcN5Y29ycA,Mining
Omani,109109591,109725653,noun,Mx4rvViSDZwpEbGdrcN5Y29ycA,OmanPerson
see,202414196,202488488,verb,Mx4rTECxmrjFEdmAAAACs6hRjg,SeeingSocially-VisitingSomeone
trail,104293634,104466613,noun,Mx4rwP1K_pwpEbGdrcN5Y29ycA,Trail
surveil,202135690,202198602,verb,Mx4rwMuyaJwpEbGdrcN5Y29ycA,Surveillance-InformationGatheringActivity
Nung,106512315,106935990,noun,Mx4rvoM7Y5wpEbGdrcN5Y29ycA,NungLanguage
color,202461792,202537092,verb,Mx4rnnrDWrjLEdmAAAACs6hRjg,Coloring-InfluencingAnAgent
princess,109792233,110474064,noun,Mx4rvusi7pwpEbGdrcN5Y29ycA,Princess
plumber,109765019,110443032,noun,Mx4rvViVnpwpEbGdrcN5Y29ycA,Plumber
mantel,103580638,103719343,noun,Mx4rwQBmsJwpEbGdrcN5Y29ycA,Mantel
insulin,105100195,105410646,noun,Mx4rvVjEypwpEbGdrcN5Y29ycA,Insulin
alternating_current,110685523,111423952,noun,Mx4rvVi5r5wpEbGdrcN5Y29ycA,AlternatingCurrent
administrator,109151371,109770949,noun,Mx4rvViu3JwpEbGdrcN5Y29ycA,Administrator
pitch,100473243,100498558,noun,Mx4rwRZ4-5wpEbGdrcN5Y29ycA,AllFours-CardGame
seller,109887627,110577284,noun,Mx4rvj_RK5wpEbGdrcN5Y29ycA,Vendor
learning,105419661,105752544,noun,Mx4rvVjvcpwpEbGdrcN5Y29ycA,Learning
malnutrition,113392876,114199700,noun,Mx4rvgC7mJwpEbGdrcN5Y29ycA,Malnutrition
game,102068654,102152991,noun,Mx4rwQBTK5wpEbGdrcN5Y29ycA,WildAnimal
pressure,110753257,111495041,noun,Mx4rvVjtE5wpEbGdrcN5Y29ycA,Pressure
Afrikaans,106527482,106952861,noun,Mx4rvVjS_pwpEbGdrcN5Y29ycA,AfrikaansLanguage
pressure_unit,112841490,113607985,noun,Mx4rvVjHdpwpEbGdrcN5Y29ycA,UnitOfPressure
carbohydrate,113949702,114792703,noun,Mx4rvbylZJwpEbGdrcN5Y29ycA,CarbohydrateStuff
Amish_sect,107603077,108093813,noun,Mx4rwQruAZwpEbGdrcN5Y29ycA,AmishReligion
jeep,103462410,103594945,noun,Mx4rvViZO5wpEbGdrcN5Y29ycA,SportUtilityVehicle
publish,200935836,200967625,verb,Mx4rvVi2hpwpEbGdrcN5Y29ycA,PublishingWrittenMaterial
clam,101874127,101956481,noun,Mx4rvViHqpwpEbGdrcN5Y29ycA,Clam
cloudiness,104507528,104703698,noun,Mx4rorTr2HS6EdaAAACgyZzFrg,Murky
put,201452069,201494310,verb,Mx4rwSafc5wpEbGdrcN5Y29ycA,PuttingSomethingSomewhere
Old_World_buffalo,102320497,102407959,noun,Mx4rvVkCr5wpEbGdrcN5Y29ycA,Buffalo
face_lift,100634970,100674158,noun,Mx4rwQr5CZwpEbGdrcN5Y29ycA,FaceLift
pyramid,113126125,113914837,noun,Mx4rvVjJX5wpEbGdrcN5Y29ycA,Pyramid
Moor,109107586,109723361,noun,Mx4rviNxnpwpEbGdrcN5Y29ycA,EthnicGroupOfMoors
stalk,112376617,113129165,noun,Mx4rvViYspwpEbGdrcN5Y29ycA,Stem
trust,202407538,202481819,verb,Mx4rg3_UwrjCEdmAAAACs6hRjg,Trusting-GrantingPermission
cinnamon,110958705,111704791,noun,Mx4rvVihvZwpEbGdrcN5Y29ycA,CinnamonTree
Elizabeth,110243824,110957330,noun,Mx4rwDGanJwpEbGdrcN5Y29ycA,QueenElizabethI
nuclear_physicist,109692645,110364643,noun,Mx4rT7RWmL0_QdeQbZpwe0RD3A,NuclearScientist
feel,202045240,202106006,verb,Mx4rvViPQZwpEbGdrcN5Y29ycA,perceives
plan,200681336,200704690,verb,Mx4r4J6w9LS_QdiGCazsWF8LuQ,Plotting
pack_on,200104200,200107110,verb,Mx4rBVx0gbKFEdmAhAACs6hRjg,PackingOn-GainingBodyWeight
glove,103315457,103441112,noun,Mx4rvViztpwpEbGdrcN5Y29ycA,Glove
hobnob,202318590,202390169,verb,Mx4roSXLSrghEdmAAAACs6hRjg,SocializingWithElites
human_right,104883216,105176846,noun,Mx4rv-JYLpwpEbGdrcN5Y29ycA,BasicHumanRights-UNDeclaration
attitude,105817574,106193203,noun,Mx4rQg8AMsfjEdmAAAACs6hRjg,Attitude
cling,201183957,201220885,verb,Mx4rv_-mQpwpEbGdrcN5Y29ycA,PhysicalContactSituation
Firenze,108269728,108812166,noun,Mx4rvgEa85wpEbGdrcN5Y29ycA,CityOfFlorenceItaly
change_integrity,200135037,200140123,verb,Mx4rvVibApwpEbGdrcN5Y29ycA,PhysicalTransformationEvent
oculomotor,105163938,105478526,noun,Mx4rvj7pZpwpEbGdrcN5Y29ycA,OculomotorNerve
spank,201380303,201420928,verb,Mx4rv_2-0pwpEbGdrcN5Y29ycA,Spanking
Missouri,108770525,109356320,noun,Mx4rvVi6BpwpEbGdrcN5Y29ycA,MissouriRiver
travel,201787680,201841079,verb,Mx4rv-6HepwpEbGdrcN5Y29ycA,TransportationEvent
atomic_warhead,102658418,102753881,noun,Mx4rwIHqL5wpEbGdrcN5Y29ycA,NuclearWarhead
racer,103885140,104037443,noun,Mx4rvgETz5wpEbGdrcN5Y29ycA,RaceCar
shop,202258573,202325968,verb,Mx4rvViBfJwpEbGdrcN5Y29ycA,Shopping
Baton_Rouge,108526742,109091398,noun,Mx4rvVi855wpEbGdrcN5Y29ycA,CityOfBatonRougeLA
Austrian,109080306,109691604,noun,Mx4rvVjj5pwpEbGdrcN5Y29ycA,AustrianPerson
fly,201883780,201940403,verb,Mx4rwO0KzZwpEbGdrcN5Y29ycA,Flying
celestial_body,108664330,109239740,noun,Mx4rvVjReJwpEbGdrcN5Y29ycA,AstronomicalObject
electrical_conduction,110770515,111512650,noun,Mx4rvVkBK5wpEbGdrcN5Y29ycA,ElectricalConduction
spokesperson,109945045,110638385,noun,Mx4rwQr5zpwpEbGdrcN5Y29ycA,Spokesman
cephalopod,101885844,101968315,noun,Mx4rvZoocpwpEbGdrcN5Y29ycA,Cephalopod
stall,202386077,202460070,verb,Mx4rm_VA1ri5EdmAAAACs6hRjg,ShelterSomeHorseInAStall
genus,107617344,108108972,noun,Mx4rvVian5wpEbGdrcN5Y29ycA,BiologicalGenus
kerchief,103477683,103610992,noun,Mx4rvx7TTpwpEbGdrcN5Y29ycA,Kerchief
pericarp,110938511,111684264,noun,Mx4rvVjm05wpEbGdrcN5Y29ycA,Pericarp
account,113138562,113929037,noun,Mx4rvViMK5wpEbGdrcN5Y29ycA,Account-LegalAgreement
last_out,202541187,202619122,verb,Mx4rBYA4OsCjEdmAAAACs6hRjg,EndurancingATryingSituation
soil,113999657,114844693,noun,Mx4rvVi8eZwpEbGdrcN5Y29ycA,Dirt
neighbor,202530137,202608004,verb,Mx4rdMVeALaeEdmFRQACs6hRjg,NeighboringSomething
Java,108357098,108908248,noun,Mx4rvVjiwZwpEbGdrcN5Y29ycA,JavaIsland-Indonesia
Indonesian,109099884,109714264,noun,Mx4rvVj_VpwpEbGdrcN5Y29ycA,IndonesianPerson
Fulton,110270969,110985838,noun,Mx4rv2RjeJwpEbGdrcN5Y29ycA,RobertFulton
put_up,202305253,202376289,verb,Mx4rAWgQ-rtUEdmAAAACs6hRjg,PuttingUpResistance
town,108135936,108665504,noun,Mx4rvuXm9JwpEbGdrcN5Y29ycA,Town
linguistics,105801041,106172789,noun,Mx4rvVj2cJwpEbGdrcN5Y29ycA,Linguistics
dragoon,202431298,202506181,verb,Mx4rwU8hdJwpEbGdrcN5Y29ycA,CoercingAnAgent
delight,201154667,201190948,verb,Mx8Ngh4rvkupTpwpEbGdrcN5Y29ycB4rvViREJwpEbGdrcN5Y29ycA,"[:ExperiencingEmotionFn, :Delight]"
flat,300870583,300910101,adj,Mx4rIJvz5HS_EdaAAACgyZzFrg,FlatObject
moon,202079869,202141840,verb,Mx4rwLYJ9JwpEbGdrcN5Y29ycA,Mooning
conduct,201683780,201732921,verb,Mx4rvVjXaZwpEbGdrcN5Y29ycA,MusicalConducting
endoskeleton,105266798,105586446,noun,Mx4rvVjNPJwpEbGdrcN5Y29ycA,VertebrateSkeleton
volleyball,104363565,104540053,noun,Mx4rvVjDDZwpEbGdrcN5Y29ycA,VolleyballBall
spatula,104106809,104270147,noun,Mx4rvVikJZwpEbGdrcN5Y29ycA,Spatula
ice_bear,102049886,102134084,noun,Mx4rvVjBlZwpEbGdrcN5Y29ycA,PolarBear
Catholicism,105848271,106227263,noun,Mx4rvVjnvpwpEbGdrcN5Y29ycA,Catholicism
memory_device,103604997,103744840,noun,Mx4rgrhQ3HnHQdeasPrlVDp7NA,InformationStorageDevice
travel,201789516,201843055,verb,Mx4rvVi9WpwpEbGdrcN5Y29ycA,Travel-TripEvent
tear_gas,114213908,115067877,noun,Mx4rv-t1oZwpEbGdrcN5Y29ycA,TearGas
sesame_oil,107204301,107675156,noun,Mx4rvVimQZwpEbGdrcN5Y29ycA,SesameOil
Blue_Ridge_Mountains,108650363,109224325,noun,Mx4rvVjmepwpEbGdrcN5Y29ycA,BlueRidgeMountains
time,100023548,100028270,noun,Mx4rvViApZwpEbGdrcN5Y29ycA,Time-Quantity
thyroid_gland,105023234,105330244,noun,Mx4rvVjLT5wpEbGdrcN5Y29ycA,Thyroid
rack,200069393,200071547,verb,Mx4rj_Y_wLJ4EdmAhAACs6hRjg,RackingSomeone-Torture
exude,200065828,200067999,verb,Mx4rt8fjErJtEdmAhAACs6hRjg,ExudingSomething
game_of_chance,100482555,100507673,noun,Mx4rvgDMuJwpEbGdrcN5Y29ycA,Gambling
row,107920155,108431437,noun,Mx4rwPzkD5wpEbGdrcN5Y29ycA,RowOfObjects
principle,105532391,105874232,noun,Mx4r9H3OiKVLEdqAAAACs6hRXg,PhysicalPrinciple
semiconductor,113977053,114821248,noun,Mx4rvgEYcZwpEbGdrcN5Y29ycA,SemiconductorStuff
fill,200438786,200451838,verb,Mx4rvViY_JwpEbGdrcN5Y29ycA,FillingProcess
recall,202405935,202480216,verb,Mx4rvtt8wJwpEbGdrcN5Y29ycA,ProductRecall
maxillary_artery,105043357,105350679,noun,Mx4rwDDJ45wpEbGdrcN5Y29ycA,MaxillaryArtery
egret,101926153,102008796,noun,Mx4rvWcAyZwpEbGdrcN5Y29ycA,Egret
crawl,201904535,201961974,verb,Mx4r-Rk-kbHSEdmAhAACs6hRjg,Crawling-Swimming
model,109657405,110324560,noun,Mx4rveai1ZwpEbGdrcN5Y29ycA,ProfessionalModel
vote,100173378,100183505,noun,Mx4rwQrnTpwpEbGdrcN5Y29ycA,Voting
soon,400034478,400033922,adv,Mx4rvViA_ZwpEbGdrcN5Y29ycA,STIF
gravy,107364302,107838073,noun,Mx4rvVi4fJwpEbGdrcN5Y29ycA,Gravy
Lhasa,102015377,102098413,noun,Mx4rvwBUsZwpEbGdrcN5Y29ycA,LhasaApso
Paul,110499568,111225661,noun,Mx4rwUDUF5wpEbGdrcN5Y29ycA,Paul-GospelWriter
Maya,106495313,106919215,noun,Mx4rvVkJ25wpEbGdrcN5Y29ycA,MayaLanguage
twist,200088562,200091124,verb,Mx4rwP1pFJwpEbGdrcN5Y29ycA,SprainingSomething
Paiute,106491097,106915124,noun,Mx4rvVkDn5wpEbGdrcN5Y29ycA,PaiuteLanguage
buttermilk,107373138,107847047,noun,Mx4rwQCRT5wpEbGdrcN5Y29ycA,Buttermilk
analyze,200623929,200644583,verb,Mx4rvkQUA5wpEbGdrcN5Y29ycA,AnalyzingSomething
uncover,202081294,202143283,verb,Mx4rvgEA7ZwpEbGdrcN5Y29ycA,UncoveringSomething
President_of_the_United_States,109786381,110467395,noun,Mx4rwQBS0ZwpEbGdrcN5Y29ycA,UnitedStatesPresident
address,106794778,107238694,noun,Mx4rwOz-DJwpEbGdrcN5Y29ycA,PublicSpeaking
Lupus,108760042,109344449,noun,Mx4rwSpFoJwpEbGdrcN5Y29ycA,Lupus-Constellation
blackjack,100465387,100490350,noun,Mx4rv9X4RpwpEbGdrcN5Y29ycA,Blackjack-CardGame
latex,114154560,115006118,noun,Mx4rvViubJwpEbGdrcN5Y29ycA,Rubber-TheNaturalStuff
professional,109797898,110480253,noun,Mx4rvVjnN5wpEbGdrcN5Y29ycA,PersonWithOccupation
arm_bone,105273254,105593017,noun,Mx4rwKTXoJwpEbGdrcN5Y29ycA,ArmBone
Guinean,109131233,109749386,noun,Mx4rvVj6nZwpEbGdrcN5Y29ycA,GuineaPerson
sputnik,104125712,104290615,noun,Mx4rvk_-EZwpEbGdrcN5Y29ycA,Sputnik
heart,103378703,103507048,noun,Mx4rv3nTTJwpEbGdrcN5Y29ycA,Heart-TheSuit
meteor_shower,110764919,111507000,noun,Mx4rwQ240ZwpEbGdrcN5Y29ycA,MeteorShower
writing,105965055,106359877,noun,Mx4rvVkLV5wpEbGdrcN5Y29ycA,TextMarking
Mobile,108770753,109356639,noun,Mx4rvVjIrJwpEbGdrcN5Y29ycA,MobileRiver
backpack,102673709,102769748,noun,Mx4rvViXL5wpEbGdrcN5Y29ycA,Backpack
temporal_lobe,105179283,105494933,noun,Mx4rwQLi-ZwpEbGdrcN5Y29ycA,TemporalLobe
sexual_reproduction,112791096,113555240,noun,Mx4rvVjpoJwpEbGdrcN5Y29ycA,SexualReproductionEvent
straddle,202624751,202705913,verb,Mx4rl2YhGrgLEdmAAAACs6hRjg,StraddlingSomething
Chewa,109085536,109697771,noun,Mx4rvVi17pwpEbGdrcN5Y29ycA,EthnicGroupOfChewa
rain_forest,108813109,108439126,noun,Mx4rwFq7W5wpEbGdrcN5Y29ycA,TropicalRainForest
Moscow,108445655,109004068,noun,Mx4rvVjV-pwpEbGdrcN5Y29ycA,CityOfMoscowRussia
sawhorse,103984288,104140631,noun,Mx4rwD9uVpwpEbGdrcN5Y29ycA,SawHorse
safe,103969506,104125021,noun,Mx4rvVjFvZwpEbGdrcN5Y29ycA,SafeTheLocker
adopt,202279267,202346895,verb,Mx4rzDaH6rvQEdmAAAACs6hRjg,Adopting-SelectingSomething
mint,112105572,112855042,noun,Mx4rvVi1qpwpEbGdrcN5Y29ycA,Mint-FloweringPlant
spill,201499594,201542207,verb,Mx4rvVkCCZwpEbGdrcN5Y29ycA,SpillingSomething
Teheran,108360133,108911421,noun,Mx4rvVjUsZwpEbGdrcN5Y29ycA,CityOfTehranIran
glacier,108710293,109289331,noun,Mx4rvgD8xJwpEbGdrcN5Y29ycA,Glacier
boating,100301366,100315390,noun,Mx4rvVjFeJwpEbGdrcN5Y29ycA,Boating
pier,103785217,103933529,noun,Mx4rvgES8pwpEbGdrcN5Y29ycA,Dock
navigator,109678223,110347883,noun,Mx4rng5wTsiWEdmAAAACs6hRjg,Navigator-Explorer
chef,109326591,109963574,noun,Mx4rvVj_zZwpEbGdrcN5Y29ycA,Chef
Cherokee,106492128,106916117,noun,Mx4rvVi9yZwpEbGdrcN5Y29ycA,CherokeeLanguage
Southern_Cross,108847476,109441352,noun,Mx4rwVOM2JwpEbGdrcN5Y29ycA,Crux-Constellation
lunch,107107480,107575076,noun,Mx4rvVi_I5wpEbGdrcN5Y29ycA,Lunch
quotation,106204851,106613056,noun,Mx4rv0p9e5wpEbGdrcN5Y29ycA,Quotation
infest,202575508,202654585,verb,Mx4rwS0vXpwpEbGdrcN5Y29ycA,Infestation
pay,202186811,202251743,verb,Mx4rvVkKHZwpEbGdrcN5Y29ycA,Paying
heterosexual,301158470,301201100,adj,Mx4rvjlGCZwpEbGdrcN5Y29ycA,HeterosexualHuman
coronary_thrombosis,113298775,114102831,noun,Mx4rwP1oPpwpEbGdrcN5Y29ycA,CoronaryBlockage
prefer,202328280,202400251,verb,Mx4rTly2FLgkEdmAAAACs6hRjg,PreferringACreditor
Easter_card,106218596,106627722,noun,Mx4rvgs7t5wpEbGdrcN5Y29ycA,EasterCard
upper,104339966,104514359,noun,Mx4rvVigNZwpEbGdrcN5Y29ycA,ShoeUppers
